Unique_Patient_Identifier	gene	copy
TCGA-W5-AA34	DMRTB1	amp
TCGA-W5-AA34	GLIS1	amp
TCGA-W5-AA34	NDC1	amp
TCGA-W5-AA34	YIPF1	amp
TCGA-W5-AA34	DIO1	amp
TCGA-W5-AA34	LRRC42	amp
TCGA-W5-AA34	LDLRAD1	amp
TCGA-W5-AA34	TMEM59	amp
TCGA-W5-AA34	TCEANC2	amp
TCGA-W5-AA34	CDCP2	amp
TCGA-W5-AA34	CYB5RL	amp
TCGA-W5-AA34	MRPL37	amp
TCGA-W5-AA34	SSBP3	amp
TCGA-W5-AA34	ACOT11	amp
TCGA-W5-AA34	FAM151A	amp
TCGA-W5-AA34	MROH7	amp
TCGA-W5-AA34	TTC4	amp
TCGA-W5-AA34	PARS2	amp
TCGA-W5-AA34	TTC22	amp
TCGA-W5-AA34	DHCR24	amp
TCGA-W5-AA34	TMEM61	amp
TCGA-W5-AA34	BSND	amp
TCGA-W5-AA34	PCSK9	amp
TCGA-W5-AA34	USP24	amp
TCGA-W5-AA34	PLPP3	amp
TCGA-W5-AA34	PRKAA2	amp
TCGA-W5-AA34	FYB2	amp
TCGA-W5-AA34	C8A	amp
TCGA-W5-AA34	C8B	amp
TCGA-W5-AA34	DAB1	amp
TCGA-W5-AA34	OMA1	amp
TCGA-W5-AA34	TACSTD2	amp
TCGA-W5-AA34	MYSM1	amp
TCGA-W5-AA34	JUN	amp
TCGA-W5-AA34	FGGY	amp
TCGA-W5-AA34	HOOK1	amp
TCGA-W5-AA34	CYP2J2	amp
TCGA-W5-AA34	C1orf87	amp
TCGA-W5-AA34	NFIA	amp
TCGA-W5-AA34	TM2D1	amp
TCGA-W5-AA34	PATJ	amp
TCGA-W5-AA34	L1TD1	amp
TCGA-W5-AA34	KANK4	amp
TCGA-W5-AA34	USP1	amp
TCGA-W5-AA34	DOCK7	amp
TCGA-W5-AA34	ANGPTL3	amp
TCGA-W5-AA34	ATG4C	amp
TCGA-W5-AA34	FOXD3	amp
TCGA-W5-AA34	ALG6	amp
TCGA-W5-AA34	ITGB3BP	amp
TCGA-W5-AA34	EFCAB7	amp
TCGA-W5-AA34	PGM1	amp
TCGA-W5-AA34	ROR1	amp
TCGA-W5-AA34	UBE2U	amp
TCGA-W5-AA34	CACHD1	amp
TCGA-W5-AA34	RAVER2	amp
TCGA-W5-AA34	JAK1	amp
TCGA-W5-AA34	AK4	amp
TCGA-W5-AA34	DNAJC6	amp
TCGA-W5-AA34	LEPROT	amp
TCGA-W5-AA34	LEPR	amp
TCGA-W5-AA34	PDE4B	amp
TCGA-W5-AA34	SGIP1	amp
TCGA-W5-AA34	INSL5	amp
TCGA-W5-AA34	DNAI4	amp
TCGA-W5-AA34	MIER1	amp
TCGA-W5-AA34	SLC35D1	amp
TCGA-W5-AA34	C1orf141	amp
TCGA-W5-AA34	IL23R	amp
TCGA-W5-AA34	IL12RB2	amp
TCGA-W5-AA34	SERBP1	amp
TCGA-W5-AA34	GADD45A	amp
TCGA-W5-AA34	GNG12	amp
TCGA-W5-AA34	DIRAS3	amp
TCGA-W5-AA34	WLS	amp
TCGA-W5-AA34	RPE65	amp
TCGA-W5-AA34	DEPDC1	amp
TCGA-W5-AA34	LRRC7	amp
TCGA-W5-AA34	LRRC40	amp
TCGA-W5-AA34	SRSF11	amp
TCGA-W5-AA34	ANKRD13C	amp
TCGA-W5-AA34	CTH	amp
TCGA-W5-AA34	PTGER3	amp
TCGA-W5-AA34	ZRANB2	amp
TCGA-W5-AA34	NEGR1	amp
TCGA-W5-AA34	LRRIQ3	amp
TCGA-W5-AA34	FPGT	amp
TCGA-W5-AA34	FPGT-TNNI3K	amp
TCGA-W5-AA34	TNNI3K	amp
TCGA-W5-AA34	LRRC53	amp
TCGA-W5-AA34	ERICH3	amp
TCGA-W5-AA34	CRYZ	amp
TCGA-W5-AA34	TYW3	amp
TCGA-W5-AA34	LHX8	amp
TCGA-W5-AA34	SLC44A5	amp
TCGA-W5-AA34	ACADM	amp
TCGA-W5-AA34	RABGGTB	amp
TCGA-W5-AA34	MSH4	amp
TCGA-W5-AA34	ASB17	amp
TCGA-W5-AA34	ST6GALNAC3	amp
TCGA-W5-AA34	ST6GALNAC5	amp
TCGA-W5-AA34	PIGK	amp
TCGA-W5-AA34	AK5	amp
TCGA-W5-AA34	ZZZ3	amp
TCGA-W5-AA34	USP33	amp
TCGA-W5-AA34	MIGA1	amp
TCGA-W5-AA34	NEXN	amp
TCGA-W5-AA34	FUBP1	amp
TCGA-W5-AA34	DNAJB4	amp
TCGA-W5-AA34	GIPC2	amp
TCGA-W5-AA34	PTGFR	amp
TCGA-W5-AA34	IFI44L	amp
TCGA-W5-AA34	IFI44	amp
TCGA-W5-AA34	ADGRL4	amp
TCGA-W5-AA34	ADGRL2	amp
TCGA-W5-AA34	TTLL7	amp
TCGA-W5-AA34	PRKACB	amp
TCGA-W5-AA34	SAMD13	amp
TCGA-W5-AA34	DNASE2B	amp
TCGA-W5-AA34	RPF1	amp
TCGA-W5-AA34	GNG5	amp
TCGA-W5-AA34	SPATA1	amp
TCGA-W5-AA34	CTBS	amp
TCGA-W5-AA34	SSX2IP	amp
TCGA-W5-AA34	LPAR3	amp
TCGA-W5-AA34	MCOLN2	amp
TCGA-W5-AA34	DNAI3	amp
TCGA-W5-AA34	MCOLN3	amp
TCGA-W5-AA34	SYDE2	amp
TCGA-W5-AA34	C1orf52	amp
TCGA-W5-AA34	BCL10	amp
TCGA-W5-AA34	DDAH1	amp
TCGA-W5-AA34	CCN1	amp
TCGA-W5-AA34	ZNHIT6	amp
TCGA-W5-AA34	COL24A1	amp
TCGA-W5-AA34	ODF2L	amp
TCGA-W5-AA34	CLCA2	amp
TCGA-W5-AA34	CLCA1	amp
TCGA-W5-AA34	CLCA4	amp
TCGA-W5-AA34	SH3GLB1	amp
TCGA-W5-AA34	SELENOF	amp
TCGA-W5-AA34	HS2ST1	amp
TCGA-W5-AA34	LMO4	amp
TCGA-W5-AA34	PKN2	amp
TCGA-W5-AA34	GTF2B	amp
TCGA-W5-AA34	KYAT3	amp
TCGA-W5-AA34	RBMXL1	amp
TCGA-W5-AA34	GBP3	amp
TCGA-W5-AA34	GBP1	amp
TCGA-W5-AA34	GBP2	amp
TCGA-W5-AA34	GBP7	amp
TCGA-W5-AA34	GBP4	amp
TCGA-W5-AA34	GBP5	amp
TCGA-W5-AA34	GBP6	amp
TCGA-W5-AA34	LRRC8B	amp
TCGA-W5-AA34	LRRC8C	amp
TCGA-W5-AA34	LRRC8D	amp
TCGA-W5-AA34	ZNF326	amp
TCGA-W5-AA34	BARHL2	amp
TCGA-W5-AA34	ZNF644	amp
TCGA-W5-AA34	HFM1	amp
TCGA-W5-AA34	CDC7	amp
TCGA-W5-AA34	TGFBR3	amp
TCGA-W5-AA34	BRDT	amp
TCGA-W5-AA34	EPHX4	amp
TCGA-W5-AA34	SETSIP	amp
TCGA-W5-AA34	BTBD8	amp
TCGA-W5-AA34	C1orf146	amp
TCGA-W5-AA34	GLMN	amp
TCGA-W5-AA34	RPAP2	amp
TCGA-W5-AA34	GFI1	amp
TCGA-W5-AA34	EVI5	amp
TCGA-W5-AA34	RPL5	amp
TCGA-W5-AA34	DIPK1A	amp
TCGA-W5-AA34	MTF2	amp
TCGA-W5-AA34	TMED5	amp
TCGA-W5-AA34	CCDC18	amp
TCGA-W5-AA34	DR1	amp
TCGA-W5-AA34	FNBP1L	amp
TCGA-W5-AA34	BCAR3	amp
TCGA-W5-AA34	DNTTIP2	amp
TCGA-W5-AA34	GCLM	amp
TCGA-W5-AA34	ABCA4	amp
TCGA-W5-AA34	ARHGAP29	amp
TCGA-W5-AA34	ABCD3	amp
TCGA-W5-AA34	F3	amp
TCGA-W5-AA34	SLC44A3	amp
TCGA-W5-AA34	CNN3	amp
TCGA-W5-AA34	ALG14	amp
TCGA-W5-AA34	TLCD4	amp
TCGA-W5-AA34	TLCD4-RWDD3	amp
TCGA-W5-AA34	RWDD3	amp
TCGA-W5-AA34	PTBP2	amp
TCGA-W5-AA34	DPYD	amp
TCGA-W5-AA34	SNX7	amp
TCGA-W5-AA34	PLPPR5	amp
TCGA-W5-AA34	PLPPR4	amp
TCGA-W5-AA34	PALMD	amp
TCGA-W5-AA34	FRRS1	amp
TCGA-W5-AA34	AGL	amp
TCGA-W5-AA34	SLC35A3	amp
TCGA-W5-AA34	MFSD14A	amp
TCGA-W5-AA34	SASS6	amp
TCGA-W5-AA34	TRMT13	amp
TCGA-W5-AA34	LRRC39	amp
TCGA-W5-AA34	DBT	amp
TCGA-W5-AA34	RTCA	amp
TCGA-W5-AA34	CDC14A	amp
TCGA-W5-AA34	GPR88	amp
TCGA-W5-AA34	VCAM1	amp
TCGA-W5-AA34	EXTL2	amp
TCGA-W5-AA34	SLC30A7	amp
TCGA-W5-AA34	DPH5	amp
TCGA-W5-AA34	S1PR1	amp
TCGA-W5-AA34	OLFM3	amp
TCGA-W5-AA34	COL11A1	amp
TCGA-W5-AA34	RNPC3	amp
TCGA-W5-AA34	AMY2B	amp
TCGA-W5-AA34	AMY2A	amp
TCGA-W5-AA34	AMY1A	amp
TCGA-W5-AA34	AMY1B	amp
TCGA-W5-AA34	AMY1C	amp
TCGA-W5-AA34	PRMT6	amp
TCGA-W5-AA34	NTNG1	amp
TCGA-W5-AA34	VAV3	amp
TCGA-W5-AA34	SLC25A24	amp
TCGA-W5-AA34	NBPF4	amp
TCGA-W5-AA34	NBPF6	amp
TCGA-W5-AA34	HENMT1	amp
TCGA-W5-AA34	PRPF38B	amp
TCGA-W5-AA34	FNDC7	amp
TCGA-W5-AA34	STXBP3	amp
TCGA-W5-AA34	AKNAD1	amp
TCGA-W5-AA34	GPSM2	amp
TCGA-W5-AA34	CLCC1	amp
TCGA-W5-AA34	WDR47	amp
TCGA-W5-AA34	TAF13	amp
TCGA-W5-AA34	TMEM167B	amp
TCGA-W5-AA34	ELAPOR1	amp
TCGA-W5-AA34	SARS1	amp
TCGA-W5-AA34	CELSR2	amp
TCGA-W5-AA34	PSRC1	amp
TCGA-W5-AA34	MYBPHL	amp
TCGA-W5-AA34	SORT1	amp
TCGA-W5-AA34	PSMA5	amp
TCGA-W5-AA34	SYPL2	amp
TCGA-W5-AA34	ATXN7L2	amp
TCGA-W5-AA34	CYB561D1	amp
TCGA-W5-AA34	AMIGO1	amp
TCGA-W5-AA34	GPR61	amp
TCGA-W5-AA34	GNAI3	amp
TCGA-W5-AA34	GNAT2	amp
TCGA-W5-AA34	AMPD2	amp
TCGA-W5-AA34	GSTM4	amp
TCGA-W5-AA34	GSTM2	amp
TCGA-W5-AA34	GSTM1	amp
TCGA-W5-AA34	GSTM5	amp
TCGA-W5-AA34	GSTM3	amp
TCGA-W5-AA34	EPS8L3	amp
TCGA-W5-AA34	CSF1	amp
TCGA-W5-AA34	AHCYL1	amp
TCGA-W5-AA34	STRIP1	amp
TCGA-W5-AA34	ALX3	amp
TCGA-W5-AA34	UBL4B	amp
TCGA-W5-AA34	SLC6A17	amp
TCGA-W5-AA34	KCNC4	amp
TCGA-W5-AA34	RBM15	amp
TCGA-W5-AA34	SLC16A4	amp
TCGA-W5-AA34	LAMTOR5	amp
TCGA-W5-AA34	PROK1	amp
TCGA-W5-AA34	KCNA10	amp
TCGA-W5-AA34	KCNA2	amp
TCGA-W5-AA34	KCNA3	amp
TCGA-W5-AA34	CD53	amp
TCGA-W5-AA34	LRIF1	amp
TCGA-W5-AA34	DRAM2	amp
TCGA-W5-AA34	CEPT1	amp
TCGA-W5-AA34	DENND2D	amp
TCGA-W5-AA34	CHI3L2	amp
TCGA-W5-AA34	CHIA	amp
TCGA-W5-AA34	OVGP1	amp
TCGA-W5-AA34	WDR77	amp
TCGA-W5-AA34	ATP5PB	amp
TCGA-W5-AA34	C1orf162	amp
TCGA-W5-AA34	TMIGD3	amp
TCGA-W5-AA34	ADORA3	amp
TCGA-W5-AA34	RAP1A	amp
TCGA-W5-AA34	INKA2	amp
TCGA-W5-AA34	DDX20	amp
TCGA-W5-AA34	KCND3	amp
TCGA-W5-AA34	CTTNBP2NL	amp
TCGA-W5-AA34	WNT2B	amp
TCGA-W5-AA34	ST7L	amp
TCGA-W5-AA34	CAPZA1	amp
TCGA-W5-AA34	MOV10	amp
TCGA-W5-AA34	RHOC	amp
TCGA-W5-AA34	PPM1J	amp
TCGA-W5-AA34	TAFA3	amp
TCGA-W5-AA34	SLC16A1	amp
TCGA-W5-AA34	LRIG2	amp
TCGA-W5-AA34	MAGI3	amp
TCGA-W5-AA34	PHTF1	amp
TCGA-W5-AA34	RSBN1	amp
TCGA-W5-AA34	PTPN22	amp
TCGA-W5-AA34	BCL2L15	amp
TCGA-W5-AA34	AP4B1	amp
TCGA-W5-AA34	DCLRE1B	amp
TCGA-W5-AA34	HIPK1	amp
TCGA-W5-AA34	OLFML3	amp
TCGA-W5-AA34	SYT6	amp
TCGA-W5-AA34	TRIM33	amp
TCGA-W5-AA34	BCAS2	amp
TCGA-W5-AA34	DENND2C	amp
TCGA-W5-AA34	AMPD1	amp
TCGA-W5-AA34	NRAS	amp
TCGA-W5-AA34	CSDE1	amp
TCGA-W5-AA34	SIKE1	amp
TCGA-W5-AA34	SYCP1	amp
TCGA-W5-AA34	TSHB	amp
TCGA-W5-AA34	TSPAN2	amp
TCGA-W5-AA34	NGF	amp
TCGA-W5-AA34	VANGL1	amp
TCGA-W5-AA34	CASQ2	amp
TCGA-W5-AA34	NHLH2	amp
TCGA-W5-AA34	SLC22A15	amp
TCGA-W5-AA34	MAB21L3	amp
TCGA-W5-AA34	ATP1A1	amp
TCGA-W5-AA34	CD58	amp
TCGA-W5-AA34	IGSF3	amp
TCGA-W5-AA34	CD2	amp
TCGA-W5-AA34	PTGFRN	amp
TCGA-W5-AA34	CD101	amp
TCGA-W5-AA34	TTF2	amp
TCGA-W5-AA34	TRIM45	amp
TCGA-W5-AA34	VTCN1	amp
TCGA-W5-AA34	MAN1A2	amp
TCGA-W5-AA34	TENT5C	amp
TCGA-W5-AA34	GDAP2	amp
TCGA-W5-AA34	WDR3	amp
TCGA-W5-AA34	SPAG17	amp
TCGA-W5-AA34	TBX15	amp
TCGA-W5-AA34	WARS2	amp
TCGA-W5-AA34	HAO2	amp
TCGA-W5-AA34	HSD3B2	amp
TCGA-W5-AA34	HSD3B1	amp
TCGA-W5-AA34	ZNF697	amp
TCGA-W5-AA34	PHGDH	amp
TCGA-W5-AA34	HMGCS2	amp
TCGA-W5-AA34	REG4	amp
TCGA-W5-AA34	ADAM30	amp
TCGA-W5-AA34	NOTCH2	amp
TCGA-W5-AA34	SEC22B	amp
TCGA-W5-AA34	NBPF8	amp
TCGA-W5-AA34	NOTCH2NLR	amp
TCGA-W5-AA34	NBPF26	amp
TCGA-W5-AA34	PPIAL4A	amp
TCGA-W5-AA34	FAM72B	amp
TCGA-W5-AA34	SRGAP2C	amp
TCGA-W5-AA34	FAM72C	amp
TCGA-W5-AA34	PPIAL4E	amp
TCGA-W5-AA34	NBPF15	amp
TCGA-W5-AA34	PPIAL4F	amp
TCGA-W5-AA34	SRGAP2B	amp
TCGA-W5-AA34	FAM72D	amp
TCGA-W5-AA34	PPIAL4D	amp
TCGA-W5-AA34	NBPF20	amp
TCGA-W5-AA34	GPR89A	amp
TCGA-W5-AA34	PDZK1	amp
TCGA-W5-AA34	CD160	amp
TCGA-W5-AA34	RNF115	amp
TCGA-W5-AA34	POLR3C	amp
TCGA-W5-AA34	NUDT17	amp
TCGA-W5-AA34	PIAS3	amp
TCGA-W5-AA34	ANKRD35	amp
TCGA-W5-AA34	ITGA10	amp
TCGA-W5-AA34	PEX11B	amp
TCGA-W5-AA34	RBM8A	amp
TCGA-W5-AA34	LIX1L	amp
TCGA-W5-AA34	ANKRD34A	amp
TCGA-W5-AA34	POLR3GL	amp
TCGA-W5-AA34	TXNIP	amp
TCGA-W5-AA34	HJV	amp
TCGA-W5-AA34	NBPF10	amp
TCGA-W5-AA34	NOTCH2NLA	amp
TCGA-W5-AA34	PPIAL4H	amp
TCGA-W5-AA34	NBPF12	amp
TCGA-W5-AA34	PRKAB2	amp
TCGA-W5-AA34	FMO5	amp
TCGA-W5-AA34	CHD1L	amp
TCGA-W5-AA34	BCL9	amp
TCGA-W5-AA34	ACP6	amp
TCGA-W5-AA34	GJA5	amp
TCGA-W5-AA34	GJA8	amp
TCGA-W5-AA34	GPR89B	amp
TCGA-W5-AA34	NBPF11	amp
TCGA-W5-AA34	PPIAL4G	amp
TCGA-W5-AA34	NBPF14	amp
TCGA-W5-AA34	NOTCH2NLB	amp
TCGA-W5-AA34	NUDT4B	amp
TCGA-W5-AA34	PDE4DIP	amp
TCGA-W5-AA34	NBPF9	amp
TCGA-W5-AA34	NOTCH2NLC	amp
TCGA-W5-AA34	NBPF19	amp
TCGA-W5-AA34	PPIAL4C	amp
TCGA-W5-AA34	FCGR1A	amp
TCGA-W5-AA34	H2BC18	amp
TCGA-W5-AA34	H3C13	amp
TCGA-W5-AA34	H4C14	amp
TCGA-W5-AA34	H3C14	amp
TCGA-W5-AA34	H2AC18	amp
TCGA-W5-AA34	H2AC19	amp
TCGA-W5-AA34	H3C15	amp
TCGA-W5-AA34	H4C15	amp
TCGA-W5-AA34	H2BC21	amp
TCGA-W5-AA34	H2AC20	amp
TCGA-W5-AA34	H2AC21	amp
TCGA-W5-AA34	BOLA1	amp
TCGA-W5-AA34	SV2A	amp
TCGA-W5-AA34	SF3B4	amp
TCGA-W5-AA34	MTMR11	amp
TCGA-W5-AA34	OTUD7B	amp
TCGA-W5-AA34	VPS45	amp
TCGA-W5-AA34	PLEKHO1	amp
TCGA-W5-AA34	ANP32E	amp
TCGA-W5-AA34	CA14	amp
TCGA-W5-AA34	APH1A	amp
TCGA-W5-AA34	C1orf54	amp
TCGA-W5-AA34	CIART	amp
TCGA-W5-AA34	MRPS21	amp
TCGA-W5-AA34	PRPF3	amp
TCGA-W5-AA34	RPRD2	amp
TCGA-W5-AA34	TARS2	amp
TCGA-W5-AA34	ECM1	amp
TCGA-W5-AA34	ADAMTSL4	amp
TCGA-W5-AA34	MCL1	amp
TCGA-W5-AA34	ENSA	amp
TCGA-W5-AA34	GOLPH3L	amp
TCGA-W5-AA34	HORMAD1	amp
TCGA-W5-AA34	CTSS	amp
TCGA-W5-AA34	CTSK	amp
TCGA-W5-AA34	ARNT	amp
TCGA-W5-AA34	CTXND2	amp
TCGA-W5-AA34	SETDB1	amp
TCGA-W5-AA34	CERS2	amp
TCGA-W5-AA34	ANXA9	amp
TCGA-W5-AA34	MINDY1	amp
TCGA-W5-AA34	PRUNE1	amp
TCGA-W5-AA34	BNIPL	amp
TCGA-W5-AA34	C1orf56	amp
TCGA-W5-AA34	CDC42SE1	amp
TCGA-W5-AA34	MLLT11	amp
TCGA-W5-AA34	GABPB2	amp
TCGA-W5-AA34	SEMA6C	amp
TCGA-W5-AA34	TNFAIP8L2	amp
TCGA-W5-AA34	SCNM1	amp
TCGA-W5-AA34	LYSMD1	amp
TCGA-W5-AA34	TMOD4	amp
TCGA-W5-AA34	VPS72	amp
TCGA-W5-AA34	PIP5K1A	amp
TCGA-W5-AA34	PSMD4	amp
TCGA-W5-AA34	ZNF687	amp
TCGA-W5-AA34	PI4KB	amp
TCGA-W5-AA34	RFX5	amp
TCGA-W5-AA34	SELENBP1	amp
TCGA-W5-AA34	PSMB4	amp
TCGA-W5-AA34	POGZ	amp
TCGA-W5-AA34	CGN	amp
TCGA-W5-AA34	TUFT1	amp
TCGA-W5-AA34	SNX27	amp
TCGA-W5-AA34	CELF3	amp
TCGA-W5-AA34	RIIAD1	amp
TCGA-W5-AA34	MRPL9	amp
TCGA-W5-AA34	OAZ3	amp
TCGA-W5-AA34	TDRKH	amp
TCGA-W5-AA34	LINGO4	amp
TCGA-W5-AA34	RORC	amp
TCGA-W5-AA34	C2CD4D	amp
TCGA-W5-AA34	THEM5	amp
TCGA-W5-AA34	THEM4	amp
TCGA-W5-AA34	S100A10	amp
TCGA-W5-AA34	S100A11	amp
TCGA-W5-AA34	TCHHL1	amp
TCGA-W5-AA34	TCHH	amp
TCGA-W5-AA34	RPTN	amp
TCGA-W5-AA34	HRNR	amp
TCGA-W5-AA34	FLG	amp
TCGA-W5-AA34	FLG2	amp
TCGA-W5-AA34	CRNN	amp
TCGA-W5-AA34	LCE5A	amp
TCGA-W5-AA34	CRCT1	amp
TCGA-W5-AA34	LCE3E	amp
TCGA-W5-AA34	LCE3D	amp
TCGA-W5-AA34	LCE3C	amp
TCGA-W5-AA34	LCE3B	amp
TCGA-W5-AA34	LCE3A	amp
TCGA-W5-AA34	LCE2D	amp
TCGA-W5-AA34	LCE2C	amp
TCGA-W5-AA34	LCE2B	amp
TCGA-W5-AA34	LCE2A	amp
TCGA-W5-AA34	LCE4A	amp
TCGA-W5-AA34	KPRP	amp
TCGA-W5-AA34	LCE1F	amp
TCGA-W5-AA34	LCE1E	amp
TCGA-W5-AA34	LCE1D	amp
TCGA-W5-AA34	LCE1C	amp
TCGA-W5-AA34	LCE1B	amp
TCGA-W5-AA34	LCE1A	amp
TCGA-W5-AA34	LCE6A	amp
TCGA-W5-AA34	SMCP	amp
TCGA-W5-AA34	IVL	amp
TCGA-W5-AA34	SPRR5	amp
TCGA-W5-AA34	SPRR4	amp
TCGA-W5-AA34	SPRR1A	amp
TCGA-W5-AA34	SPRR3	amp
TCGA-W5-AA34	SPRR1B	amp
TCGA-W5-AA34	SPRR2D	amp
TCGA-W5-AA34	SPRR2A	amp
TCGA-W5-AA34	SPRR2B	amp
TCGA-W5-AA34	SPRR2E	amp
TCGA-W5-AA34	SPRR2F	amp
TCGA-W5-AA34	SPRR2G	amp
TCGA-W5-AA34	LELP1	amp
TCGA-W5-AA34	PRR9	amp
TCGA-W5-AA34	LORICRIN	amp
TCGA-W5-AA34	PGLYRP3	amp
TCGA-W5-AA34	PGLYRP4	amp
TCGA-W5-AA34	S100A9	amp
TCGA-W5-AA34	S100A12	amp
TCGA-W5-AA34	S100A8	amp
TCGA-W5-AA34	S100A7A	amp
TCGA-W5-AA34	S100A7	amp
TCGA-W5-AA34	S100A6	amp
TCGA-W5-AA34	S100A5	amp
TCGA-W5-AA34	S100A4	amp
TCGA-W5-AA34	S100A3	amp
TCGA-W5-AA34	S100A2	amp
TCGA-W5-AA34	S100A16	amp
TCGA-W5-AA34	S100A14	amp
TCGA-W5-AA34	S100A13	amp
TCGA-W5-AA34	S100A1	amp
TCGA-W5-AA34	CHTOP	amp
TCGA-W5-AA34	SNAPIN	amp
TCGA-W5-AA34	ILF2	amp
TCGA-W5-AA34	NPR1	amp
TCGA-W5-AA34	INTS3	amp
TCGA-W5-AA34	SLC27A3	amp
TCGA-W5-AA34	GATAD2B	amp
TCGA-W5-AA34	DENND4B	amp
TCGA-W5-AA34	CRTC2	amp
TCGA-W5-AA34	SLC39A1	amp
TCGA-W5-AA34	CREB3L4	amp
TCGA-W5-AA34	JTB	amp
TCGA-W5-AA34	RAB13	amp
TCGA-W5-AA34	RPS27	amp
TCGA-W5-AA34	NUP210L	amp
TCGA-W5-AA34	TPM3	amp
TCGA-W5-AA34	C1orf43	amp
TCGA-W5-AA34	UBAP2L	amp
TCGA-W5-AA34	HAX1	amp
TCGA-W5-AA34	AQP10	amp
TCGA-W5-AA34	ATP8B2	amp
TCGA-W5-AA34	IL6R	amp
TCGA-W5-AA34	SHE	amp
TCGA-W5-AA34	TDRD10	amp
TCGA-W5-AA34	UBE2Q1	amp
TCGA-W5-AA34	CHRNB2	amp
TCGA-W5-AA34	ADAR	amp
TCGA-W5-AA34	KCNN3	amp
TCGA-W5-AA34	PMVK	amp
TCGA-W5-AA34	PBXIP1	amp
TCGA-W5-AA34	PYGO2	amp
TCGA-W5-AA34	SHC1	amp
TCGA-W5-AA34	CKS1B	amp
TCGA-W5-AA34	FLAD1	amp
TCGA-W5-AA34	LENEP	amp
TCGA-W5-AA34	ZBTB7B	amp
TCGA-W5-AA34	DCST2	amp
TCGA-W5-AA34	DCST1	amp
TCGA-W5-AA34	ADAM15	amp
TCGA-W5-AA34	EFNA4	amp
TCGA-W5-AA34	EFNA3	amp
TCGA-W5-AA34	EFNA1	amp
TCGA-W5-AA34	SLC50A1	amp
TCGA-W5-AA34	DPM3	amp
TCGA-W5-AA34	KRTCAP2	amp
TCGA-W5-AA34	TRIM46	amp
TCGA-W5-AA34	MUC1	amp
TCGA-W5-AA34	THBS3	amp
TCGA-W5-AA34	MTX1	amp
TCGA-W5-AA34	SCAMP3	amp
TCGA-W5-AA34	CLK2	amp
TCGA-W5-AA34	HCN3	amp
TCGA-W5-AA34	PKLR	amp
TCGA-W5-AA34	FDPS	amp
TCGA-W5-AA34	RUSC1	amp
TCGA-W5-AA34	ASH1L	amp
TCGA-W5-AA34	MSTO1	amp
TCGA-W5-AA34	YY1AP1	amp
TCGA-W5-AA34	DAP3	amp
TCGA-W5-AA34	GON4L	amp
TCGA-W5-AA34	SYT11	amp
TCGA-W5-AA34	RIT1	amp
TCGA-W5-AA34	KHDC4	amp
TCGA-W5-AA34	RXFP4	amp
TCGA-W5-AA34	ARHGEF2	amp
TCGA-W5-AA34	SSR2	amp
TCGA-W5-AA34	UBQLN4	amp
TCGA-W5-AA34	LAMTOR2	amp
TCGA-W5-AA34	RAB25	amp
TCGA-W5-AA34	MEX3A	amp
TCGA-W5-AA34	LMNA	amp
TCGA-W5-AA34	SEMA4A	amp
TCGA-W5-AA34	SLC25A44	amp
TCGA-W5-AA34	PMF1-BGLAP	amp
TCGA-W5-AA34	PMF1	amp
TCGA-W5-AA34	BGLAP	amp
TCGA-W5-AA34	PAQR6	amp
TCGA-W5-AA34	SMG5	amp
TCGA-W5-AA34	TMEM79	amp
TCGA-W5-AA34	GLMP	amp
TCGA-W5-AA34	VHLL	amp
TCGA-W5-AA34	CCT3	amp
TCGA-W5-AA34	TSACC	amp
TCGA-W5-AA34	RHBG	amp
TCGA-W5-AA34	MEF2D	amp
TCGA-W5-AA34	IQGAP3	amp
TCGA-W5-AA34	TTC24	amp
TCGA-W5-AA34	NAXE	amp
TCGA-W5-AA34	HAPLN2	amp
TCGA-W5-AA34	BCAN	amp
TCGA-W5-AA34	NES	amp
TCGA-W5-AA34	CRABP2	amp
TCGA-W5-AA34	ISG20L2	amp
TCGA-W5-AA34	MRPL24	amp
TCGA-W5-AA34	HDGF	amp
TCGA-W5-AA34	PRCC	amp
TCGA-W5-AA34	SH2D2A	amp
TCGA-W5-AA34	NTRK1	amp
TCGA-W5-AA34	INSRR	amp
TCGA-W5-AA34	PEAR1	amp
TCGA-W5-AA34	LRRC71	amp
TCGA-W5-AA34	ARHGEF11	amp
TCGA-W5-AA34	ETV3L	amp
TCGA-W5-AA34	ETV3	amp
TCGA-W5-AA34	FCRL5	amp
TCGA-W5-AA34	FCRL4	amp
TCGA-W5-AA34	FCRL3	amp
TCGA-W5-AA34	FCRL2	amp
TCGA-W5-AA34	FCRL1	amp
TCGA-W5-AA34	CD5L	amp
TCGA-W5-AA34	KIRREL1	amp
TCGA-W5-AA34	SMIM42	amp
TCGA-W5-AA34	CD1D	amp
TCGA-W5-AA34	CD1A	amp
TCGA-W5-AA34	CD1C	amp
TCGA-W5-AA34	CD1B	amp
TCGA-W5-AA34	CD1E	amp
TCGA-W5-AA34	OR10T2	amp
TCGA-W5-AA34	OR10K2	amp
TCGA-W5-AA34	OR10K1	amp
TCGA-W5-AA34	OR10R2	amp
TCGA-W5-AA34	OR6Y1	amp
TCGA-W5-AA34	OR6P1	amp
TCGA-W5-AA34	OR10X1	amp
TCGA-W5-AA34	OR10Z1	amp
TCGA-W5-AA34	SPTA1	amp
TCGA-W5-AA34	OR6K2	amp
