variant_A,variant_B,ces_A0,ces_B0,ces_A_on_B,ces_B_on_A,p_A_change,p_B_change,p_epistasis,expected_nAB_epistasis,expected_nAB_null,AB_epistatic_ratio,ces_A_null,ces_B_null,nA0,nB0,nAB,n00,n_total,ci_low_95_ces_A0,ci_high_95_ces_A0,ci_low_95_ces_B0,ci_high_95_ces_B0,ci_low_95_ces_A_on_B,ci_high_95_ces_A_on_B,ci_low_95_ces_B_on_A,ci_high_95_ces_B_on_A,fdr
pw.2808.tgs,pw.3059,426.627499324353,617.009156421005,733.690881328028,2953.53760941363,0.991625400740235,0.832093176196231,0.0129555474727775,10.1644863501915,3.96783350558333,2.56172199158269,436.566253088755,710.188543121033,42,34,10,579,665,315.817622174846,559.918776144344,433.639146712801,845.082551593207,,2631.78586728536,960.515355895207,6162.07436567188,0.0165661098832237
pw.2808.tgs,pw.1551,425.8840198867,627.571020480922,696.012714880504,2709.1047927372,0.982282333480095,0.678063313566935,0.0150890052624796,11.2631365048893,4.7450027385435,2.37368387870449,436.566253085676,708.277466433402,41,42,11,571,665,314.402554696312,560.095819376544,457.812300366519,834.217632252277,,2267.1713053238,925.507832282568,5552.65657314103,0.0187809959118097
pw.457.tgs,pw.2179.tgs,410.801050566392,361.506933993829,0.001,2644.93598611298,0.884285249667061,0.626798833898395,0.0166433893321805,8.10615079206025,2.76125011264201,2.93568147084805,400.052610183107,416.077225183132,42,45,8,944,1039,307.181534777942,535.467440676922,265.893699897331,477.69381558587,,1820.2740308798,1186.45974678958,5081.00587079727,0.0203335778592143
pw.457.tgs,pw.1052.tgs,300.382859733743,409.553233598335,2615.71638382886,0.001,0.309520867952994,0.784631446836202,0.000303262207921216,15.1327238315811,5.00113030429144,3.0258607376408,400.052610190258,401.010614243186,36,81,14,908,1039,212.624907190496,409.50546929431,332.580137593801,497.591814165713,1451.40618491361,4331.68853197544,,1306.41615528848,0.00110020707990023
pw.457.tgs,pw.2237.tgs,414.225113416305,328.061296270204,0.001,2998.54979196127,0.888070636818363,0.381478884088226,0.000430284892611757,12.3036071740619,3.69350161461919,3.33114980249722,400.052610192471,387.925521540878,38,58,12,931,1039,309.738899295828,539.937663288093,250.690559588996,419.921823657834,,1636.0395538441,1561.71369618822,5255.74806798303,0.00133359821021392
pw.457.tgs,pw.1438.tgs,415.607730577219,287.823092773164,0.001,2006.47827404141,0.939342215164257,0.807501044508871,0.00618513873392355,10.9615528735923,4.06508829991617,2.69651039900371,400.052610184513,329.062811785817,39,65,11,924,1039,310.770931831789,541.742973639,223.378465793037,363.623426782278,,1529.91258286822,1014.70701589305,3586.06251155318,0.00942881083868476
pw.457.tgs,pw.1455.tgs,413.135728169111,224.601194976992,0.001,1639.25293731787,0.971026453607985,0.914958793767202,0.00722369041527611,10.1952441879726,3.59718327044349,2.83422984637524,400.052610183481,257.613926580609,40,58,10,931,1039,308.926493193339,538.517348631275,171.633767239786,287.49601626587,,1778.71354095914,801.74615650078,2991.12231323378,0.0105646472323413
pw.457.tgs,pw.3070,338.100506387059,899.279618589645,4511.39612759913,0.001,0.925304243326989,0.932389341343922,0.000388637156663306,9.32685255143624,2.21860272230091,4.20393090555815,444.419043276518,878.780039458695,26,27,9,603,665,224.212707956916,485.269030618958,636.534339794816,1226.00868088718,2079.57449970954,8738.43805805089,,6260.44576111113,0.00124752515241389
pw.457.tgs,pw.1121,350.670652200154,886.828920623081,4161.47958342401,0.001,0.653311922442327,0.982420373557735,0.00154348160151074,8.40526040374297,2.11284866118468,3.9781649098474,444.419043279028,866.505129201856,27,28,8,602,665,234.465395869294,500.119693251416,627.725522721842,1209.01920851899,1841.28834293678,8196.26345828145,,6429.04780679875,0.00340818815771161
pw.457.tgs,pw.1563,315.751654277342,856.519174708378,3765.02340833008,0.001,0.939752207169609,0.963499772802559,0.00023170847298621,11.0644359685633,3.01001905427678,3.67586907891578,444.419043276844,838.722259315139,24,40,11,590,665,205.661265408866,459.513494917079,642.350041421768,1113.76285942403,1897.59595445115,6768.03817264375,,5081.50583100468,0.000976933021239156
pw.457.tgs,pw.2642,364.45018520838,856.054138262036,3415.86355071571,0.001,0.851074427539866,0.968749565445489,0.0108771923573643,7.38830813810644,2.19902322327175,3.35981360265671,444.419043277168,835.341691107239,28,29,7,601,665,245.564305070192,516.654170373819,605.940394785994,1167.07475147786,1423.03894524392,6986.40050773791,,5600.89758236147,0.0146279483426623
pw.457.tgs,pw.1866,350.112770711492,841.318100483476,4609.87863811236,0.001,0.164640812361584,0.765595582420599,0.000651943555526696,9.60979195921253,2.23995290583586,4.29017589350903,444.419043276836,820.115294484083,27,29,8,601,665,234.090702544779,499.319861509637,598.474701703334,1142.4044546028,2036.53694971929,9106.68427881792,,4015.77353772104,0.00172378296037567
pw.457.tgs,pw.735,330.274809766373,834.68761926495,3120.38215418225,0.001,0.65633828170078,0.883825765203273,0.00205285425795394,10.6528519028498,3.39106805573309,3.14144444398266,444.419043278336,816.069090549444,25,46,10,584,665,217.120955540561,477.246382971039,634.620642021641,1073.00668854069,1525.95849841281,5695.20870352967,,3854.41146979795,0.00410570851590788
pw.457.tgs,pw.1211,344.428167762375,814.261168380153,2618.67669245817,0.001,0.786157199215544,0.972210095804998,0.0134037758519259,9.43904706045581,3.48298171793771,2.71004783397046,444.419043276172,795.588431405605,26,49,9,581,665,228.403955465964,494.37425466372,622.179933996246,1042.39611242434,1231.193586611,4894.6467317652,,3765.9145644562,0.0169999108365889
pw.457.tgs,pw.1622,364.259184794016,793.913944972431,3440.46603298,0.001,0.481168356237806,0.924940594083512,0.00917816777187081,8.19419862144727,2.39709311626816,3.41838978462553,444.419043280672,775.994889433813,28,35,7,595,665,245.442961504987,516.379776213689,577.339706810638,1058.91530506929,1444.63508411481,6927.81052058167,,4653.36050504157,0.0126660108128781
pw.457.tgs,pw.195,377.796897087084,743.145957129821,2860.10848551948,0.001,0.87326531113739,0.990914649056176,0.0464750251514015,6.19759241593668,2.14693500066285,2.88671637195501,444.419043278432,723.803655321004,29,28,6,602,665,256.423431382972,532.51987546812,520.449075291501,1021.84907103254,1107.43382839913,6086.40830725611,,4630.19875732319,0.0470785969066145
pw.457.tgs,pw.3059,354.570292222739,728.164966506265,2931.82175833574,0.001,0.908386389781289,0.950474535696209,0.0126823316695437,8.02521243945554,2.70355749102028,2.96838978498177,444.419043276705,710.188543122091,27,36,8,594,665,237.063380339648,505.698301578602,533.573045858848,965.200540855139,1304.41155955492,5717.58866705041,,3867.49792473475,0.0164283119547719
pw.457.tgs,pw.1551,458.066212525338,623.109724254538,146.586437010513,3765.35886266353,0.992324579636569,0.757205211187013,0.0384673716290431,7.99742665251478,3.24538236058782,2.46424789560582,444.419043277808,708.277466443955,27,45,8,585,665,320.643333806962,629.486326782849,458.321921920865,823.486565346132,,2085.62488695016,1556.14664024658,7612.29705688088,0.040915295278164
pw.2179.tgs,pw.1052.tgs,335.847040293317,411.230495504649,2177.8859032034,0.001,0.231831380409156,0.722716232170447,0.00631711989798564,12.9906286941873,5.21038538971389,2.49321839413891,416.077225184251,401.010614239483,41,83,12,903,1039,243.23775019491,449.437868850949,333.938476014985,499.636393813291,1151.97798129441,3721.75115851848,,1059.65390086601,0.00953681326534606
pw.2179.tgs,pw.2237.tgs,412.568658408933,341.168393397165,519.620673396481,2252.50985957057,0.999084309551263,0.741954130876189,0.00120565693394029,11.8749040058955,3.86022177318945,3.07622325959889,416.077225177402,387.925521544732,41,58,12,928,1039,307.295037922458,538.760598882775,260.919621684679,436.311172844682,,2345.24649458552,981.673381250856,4240.24040787081,0.00280720121932366
pw.2179.tgs,pw.2146.tgs,377.657752926782,366.02932051679,1657.408748786,671.756949597733,0.740655246814156,0.978888966189429,0.0219548400027825,9.3646411244465,3.53832744811366,2.64662930770834,416.077225178571,373.218115528149,44,55,9,931,1039,277.486494412954,499.129261787352,280.461172309365,467.046941557264,457.719218074937,3587.28013388765,,2336.71070708831,0.0253700373365487
pw.2179.tgs,pw.1438.tgs,357.705505063972,314.452169817984,1957.1727551794,951.62764610011,0.801337841969973,0.947360085197223,0.000163309065763408,13.8341088316913,4.22466214805111,3.27460713943083,416.077225182409,329.062811783854,39,62,14,924,1039,258.583608321584,478.711007080698,245.223585207233,395.193821156417,670.296542280772,3864.92898639673,,2529.84150314264,0.000764286427772749
pw.2179.tgs,pw.1750.tgs,366.558066519695,333.378880422913,2228.18794790158,635.011247156187,0.835214316131576,0.992853984346107,0.00294674357585233,10.035172033671,3.11673652675192,3.21976912309913,416.077225195621,340.542752332466,43,47,10,939,1039,268.176987560382,486.250752545516,250.974632278611,431.536963540651,768.655093870023,4547.64654048872,,2441.28828060271,0.00518449621616124
pw.2179.tgs,pw.1455.tgs,351.227672567295,258.310489970144,2392.35623732479,232.368890875241,0.65318904088439,0.999806394620287,0.00266436970969107,11.3296103857883,3.75441466277753,3.01767689597894,416.077225182954,257.613926580726,42,57,11,929,1039,255.566079254172,468.132584980161,200.553066476698,326.037187442939,1073.68138271647,4436.41489792773,,1412.70814353027,0.0048125368699996
pw.2179.tgs,pw.1320,320.437449483901,1049.10604135302,4237.67303744702,0.001,0.309097222537464,0.886309227766793,0.0003322030306762,9.79246615977011,2.29423285907983,4.26829653363856,425.133990829003,1025.11435265049,25,32,9,599,665,210.660917883261,463.014373683309,759.80670985433,1403.95078063513,1980.09469426942,8008.70156860747,,6256.8001322175,0.00116895502523655
pw.2179.tgs,pw.167,359.275445890526,974.439772407859,2788.23268181343,0.001,0.695209094775256,0.947072261562021,0.0399057899809254,5.95406258901669,1.97366376297144,3.01675629898204,425.133990831475,950.071713532306,28,31,6,600,665,242.077400806457,509.320707423843,693.179316720119,1323.15223269845,1083.41941740305,5890.9756218749,,5697.81968162547,0.0419683364293777
pw.2179.tgs,pw.3070,359.146140609844,901.543667748291,2805.0824062239,0.001,0.744527074286141,0.963681809298129,0.0399006322247389,6.31457134410741,2.10116787513711,3.00526741286455,425.133990828269,878.780039459909,28,30,6,601,665,241.989729229688,509.136993608414,638.13357963896,1229.10502431553,1087.59434523681,5951.77162531813,,5465.37825862472,0.0419683364293777
pw.2179.tgs,pw.2642,345.871438549377,858.209660044405,3426.09201636769,0.001,0.365808662326359,0.867204978074921,0.00711693339348361,7.38463027106543,2.06742209172102,3.57190256437578,425.133990830408,835.341691099844,27,29,7,602,665,231.251604530737,493.27613816449,607.458716005932,1170.0312722641,1432.16406964631,6961.84672376691,,4601.4254801245,0.0104411436619133
pw.2179.tgs,pw.1866,358.380276697247,844.306416913704,3095.81543167202,0.001,0.219316399348546,0.748840638620484,0.0200572960825711,6.97492461794641,2.12362443696571,3.28444356569581,425.133990830185,820.115294482069,28,31,6,600,665,241.475159750024,508.047071413817,600.591544095093,1146.48394418835,1202.41159350241,6546.80952820042,,3481.0917781315,0.0235849612227218
pw.2179.tgs,pw.735,324.776841296771,835.275796248344,2792.26266939596,0.001,0.427167372800603,0.967855823191212,0.00593551718400874,9.68319163931326,3.21238307833778,3.0143327875839,425.13399082972,816.069090536493,25,47,9,584,665,213.512221874941,469.298694415689,635.080007347047,1073.75193401762,1315.52938647635,5199.49091789077,,4041.27177468074,0.0090778498108369
pw.2179.tgs,pw.686,338.805515479362,811.7608384388,2829.46825532702,1799.31429384121,0.553728038859486,0.980578299248086,0.000526633847790901,9.88786874578826,2.6557780099818,3.72315333157534,425.13399082885,833.917088132007,24,36,10,595,665,221.504360595834,490.947012855562,589.655623370913,1081.79506340961,1044.99709112597,5731.30252723103,,7226.00349691756,0.00153083627805057
pw.2179.tgs,pw.1622,359.912882767528,795.332056834979,2652.89614101419,0.001,0.55399960447756,0.865963375315293,0.0451014141386615,6.58188583238074,2.28280164536677,2.88324911879204,425.133990829183,775.994889435676,28,36,6,595,665,242.506491466671,510.224379182502,578.362250798546,1060.8109821231,1034.63970907863,5565.21982055932,,3927.8408665485,0.0460861611722567
pw.2179.tgs,pw.1114,366.322881004745,693.516845809117,2626.65129022963,4251.06295600151,0.794244785450038,0.843053568476845,6.76309390617816e-05,10.072449087029,2.17604626022511,4.6287844478026,425.133990828327,772.346404305346,24,28,10,603,665,242.517589507579,524.512233996925,475.872000566671,966.125414288957,386.391333295867,6366.08658773497,150.030673747532,11195.3031718125,0.000416464203696234
pw.2179.tgs,pw.185,375.711014810627,757.459549037797,2267.65774222818,1163.24410177274,0.69011073719266,0.99444300785192,0.0379622638822366,6.20780070989329,2.02602029855013,3.06403677906671,425.133990830549,767.246223316421,28,29,6,602,665,253.594770242391,531.55789232116,525.781701232118,1047.10952162789,557.117819554629,5408.76623691749,,6170.13070673268,0.0405467673974949
pw.2179.tgs,pw.1716,370.514024875391,703.925669510742,2309.80258994424,2363.58004989798,0.721806804240707,0.923705211758155,0.00331422747582257,7.9912606632827,2.19199248104468,3.64566061808485,425.133990830054,744.498289794486,26,29,8,602,665,247.435260299609,527.877634566595,487.343978644643,974.290021918003,454.22344634619,5502.17152762506,,7791.12384145163,0.00568153281569583
pw.2179.tgs,pw.3365,347.102604633909,726.212182610807,2352.42976075341,1103.81270308146,0.46060765119462,0.990920736955043,0.00506752483868686,9.83663060201051,3.16310689782546,3.10980024379602,425.133990830256,733.637752214925,25,46,9,585,665,228.721132766458,500.109534735637,545.605734114559,941.996913060284,859.392431713059,4789.35452186011,,5069.37551597689,0.00803932754069644
pw.2179.tgs,pw.195,358.847079939061,744.206630767231,2871.29994132979,0.001,0.52910032961566,0.955623008554866,0.0344558304199491,6.23456174049876,2.03647970363889,3.06144064650314,425.133990829066,723.803655316279,28,28,6,603,665,241.788960290903,508.709879471552,521.186933397797,1023.32032124505,1113.63624792032,6088.85076392579,,4333.9307042434,0.0374137555372069
pw.2179.tgs,pw.3059,322.514586887787,727.287124951591,3393.83135743011,2.76247693557339,0.546778815889747,0.987374482697807,0.00175511197141144,9.08698518108886,2.56361061670217,3.5446042865817,425.133990829988,710.188543123064,25,35,9,596,665,212.023078692002,466.022936430228,532.916145248072,964.050049459855,1586.9870307903,6401.8226854393,,4386.14512497063,0.00372814613020609
pw.2179.tgs,pw.1551,339.510915845066,728.516040623995,2259.24661487799,0.001,0.485000504970389,0.859745943319772,0.0338313234191109,7.70822695771259,3.06522534670842,2.51473418291743,425.133990828953,708.277466432961,26,45,8,586,665,225.138139881546,487.310393898694,549.449167282875,942.909010340111,1013.71411832032,4337.77798647285,,2753.2621707601,0.0370797643094705
pw.1052.tgs,pw.2237.tgs,414.103399886342,293.609759182646,0.001,2599.95276248965,0.667225286445916,0.0503426813726565,1.20141239461347e-05,20.7682954576705,6.941405038211,2.99194404351069,401.010614242184,387.925521545043,76,51,19,893,1039,336.26837667055,503.131645479234,220.203807766153,381.771104225419,,943.603733952254,1568.95699192189,4059.21558469232,0.000112452200135821
pw.1052.tgs,pw.2146.tgs,411.27815298712,272.523327632299,0.001,2744.66110612301,0.930240314216521,0.222801920438331,3.77797133580309e-06,20.6356106944074,6.33924633380037,3.25521514827085,401.0106142386,373.218115531092,76,45,19,899,1039,333.980271344055,499.688621405257,200.440264072632,360.121508422428,,1403.55282335307,1655.22844983901,4289.05974127237,5.201785932254e-05
pw.1052.tgs,pw.1438.tgs,416.39667918226,270.570701832851,0.001,1637.72832449826,0.619613008082107,0.121542329299298,0.0021930192705501,17.4865024250353,7.59911200966196,2.30112444754096,401.01061424331,329.062811785322,79,60,16,884,1039,338.125170183453,505.927320260633,207.729779627684,344.977983127337,,781.199124244717,944.239103472536,2641.74542141525,0.00426453270337556
pw.1052.tgs,pw.1750.tgs,410.314956812701,242.183880096361,0.001,2640.68007223225,0.819958632603792,0.137795245740118,2.52990511431954e-06,19.5292777554924,5.60985339993348,3.48124565175339,401.01061424142,340.542752332177,77,39,18,905,1039,333.199130732089,498.516527722317,173.897927752584,326.37176745925,,1357.18980502196,1573.22208827978,4158.16800943565,4.0827434258674e-05
pw.1052.tgs,pw.1455.tgs,413.216222346499,209.165095270092,0.001,1342.80654621758,0.851273851289406,0.377822624399879,0.00260487709953631,16.3322947643002,6.76937174227403,2.41267511758982,401.010614242237,257.613926580893,80,53,15,891,1039,335.554906304106,502.059479907192,157.772696280934,270.672911569637,,1077.91708875261,760.338905290284,2192.96427337068,0.00480468559656533
pw.1052.tgs,pw.1320,407.450229063513,943.671047711767,2737.98133552122,2811.13465252965,0.771707562824703,0.957372473821037,4.95808024290239e-05,15.691328121282,4.65858886783823,3.36825776354963,460.16297835369,1025.11435265443,55,27,14,569,665,310.171530955686,522.825044350678,655.11781432452,1300.95283942363,1001.8121743683,5501.95315271422,,7665.4117876202,0.00033628718169251
pw.1052.tgs,pw.167,435.258365916,897.011576667446,1477.48749368724,1951.83182883858,0.824926119962056,0.950196376913503,0.041462373932796,9.22609645506552,3.96437795622626,2.32724945929423,460.162978354034,950.071713537066,60,28,9,568,665,335.23695046694,553.138526011835,615.858109768443,1249.249857591,256.39390369453,3545.22408429011,,5577.83648709716,0.0433133727690815
pw.1052.tgs,pw.3070,468.903262818187,507.708301901981,0.001,9378.292145716,0.776589556743782,0.0696901279922537,6.65119997884756e-08,18.6448003537243,4.24875163336418,4.38830083813613,460.1629783525,878.780039448671,53,20,16,576,665,366.720262004143,588.539909375973,316.421113392085,763.92745939594,,2036.10426733544,5354.31003526841,15360.5279240799,4.19202926568466e-06
pw.1052.tgs,pw.1121,440.520635829061,684.760708273949,1424.17565209559,4589.43705742217,0.943441728140497,0.734671724554717,9.52868485526553e-05,14.1454241016401,4.10018775201162,3.44994545547339,460.162978351806,866.50512920013,56,23,13,573,665,339.426796668076,559.301563283104,446.462028688307,992.241310119983,,4123.40930528634,1630.85606711021,9066.16937984116,0.000506752785484576
pw.1052.tgs,pw.1563,474.125390670085,547.879136068335,0.001,7156.10452292636,0.802163925251159,0.173859547633428,2.69499757649591e-07,20.5046361871114,5.81066772760514,3.52879172383213,460.162978356418,838.722259311895,50,32,19,564,665,370.793375279678,595.114721351937,379.261284295234,760.36247622961,,1596.49959392579,4272.20397751337,11357.5982858343,8.40839243866724e-06
pw.1052.tgs,pw.2642,464.131758997338,629.088058448229,282.518402529547,4900.43371658609,0.997555252131308,0.642271326060912,0.00230471958397861,12.3112863897913,4.23911228434873,2.90421332674907,460.162978352926,835.34169110612,58,25,11,571,665,361.721607309864,584.014174067349,413.709732562626,908.380336028052,,2497.53003969177,2318.26184501808,8919.25393218383,0.00438469307624269
pw.1052.tgs,pw.1866,394.521471068733,860.052895124661,3399.18821509646,0.001,0.447534658519266,0.855063071166554,0.00154903090605128,12.5047016537169,4.33836169748186,2.88235571989654,460.162978353296,820.115294491392,58,26,11,570,665,301.454241566696,505.046686405032,611.781175127898,1167.89361723288,1684.06840119307,6296.15831191052,,3098.95760541954,0.00340818815771161
pw.1052.tgs,pw.735,474.843076002361,544.722561547513,0.001,7007.20463012184,0.932176363775715,0.186067735123813,1.57670041012029e-07,22.2419040918371,6.51201688954254,3.41551695413364,460.162978355651,816.069090538007,49,36,20,560,665,371.357458297257,596.011653720031,385.552879878598,742.673455238411,,1766.59488196572,4225.60126371297,11059.6536497841,5.62212769307991e-06
pw.1052.tgs,pw.686,473.888603660083,509.586400991612,0.001,7739.51645938886,0.72218221514957,0.0351879534614513,4.63948578270935e-08,20.428876405598,5.36334992016908,3.80897698447278,460.162978351736,833.917088138392,50,27,19,569,665,370.607572826255,594.819406174829,340.692668811173,726.823922432135,,1481.15263380981,4609.90338592925,12321.0714087364,3.61879891051329e-06
pw.1052.tgs,pw.1211,478.100520521804,601.763474754656,0.001,4756.35598236418,0.838020826686257,0.353212034104646,0.000362003335041756,17.3528273103719,6.68764513085835,2.59475898777911,460.162978353563,795.588431404558,53,42,16,554,665,373.891278145783,600.124863051286,437.556931937645,802.726450134472,,1321.44539472692,2718.50220477912,7776.98690243604,0.00121883137265857
pw.1052.tgs,pw.444,453.453777433489,597.586051606201,764.721000340325,4682.59473987352,0.998289819037113,0.933300644544086,0.000195290877734413,14.486932794473,4.44598207006356,3.25843257264101,460.162978353594,785.018880603883,56,26,13,570,665,351.431037085163,573.049433103773,397.459684334322,854.760764422378,,3256.93438335021,2103.76768972811,8578.20550647519,0.000862227648865144
pw.1052.tgs,pw.1622,396.115307603252,812.870266594305,2872.09223041807,0.001,0.663052044009102,0.891060041347978,0.00526392708746911,11.9609211764792,4.60871860409394,2.59528129269041,460.162978349891,775.994889435997,58,31,11,565,665,302.670220600408,507.09053647513,591.096450519933,1084.24510414218,1438.92995159865,5216.02006885282,,2781.57921623724,0.00826683851320652
pw.1052.tgs,pw.1114,474.018141219596,596.99746179615,0.001,4126.68487312497,0.705246297202017,0.182250783539172,0.0106336860519053,11.0548054985996,4.40885269400792,2.50741094471679,460.162978353512,772.346404306167,59,28,10,568,665,370.702800786716,594.993333256114,402.233015123928,846.373360243583,,1295.64035707771,2032.56412718515,7439.6147487525,0.0143416860872959
pw.1052.tgs,pw.185,470.970663044488,551.297147272344,0.001,4949.43139550563,0.866090474926823,0.318698269333193,0.00169363757317635,12.0837130521893,4.10169966802529,2.94602580154456,460.162978354627,767.246223308899,58,24,11,572,665,368.328697229658,591.150438919891,359.071644577681,802.32862618577,,1860.19117358935,2520.50535599944,8740.29236263318,0.00365263771542181
pw.1052.tgs,pw.2062,447.388946744241,561.019759378821,1059.08810741488,4683.46259499438,0.97925934028186,0.688993870053125,3.2314462610334e-05,15.868993511449,4.57446711668995,3.46903652527109,460.162978352783,749.766282128244,55,24,14,572,665,345.723266110333,566.664547933654,367.445922160045,811.305983867878,,3665.84591507268,2048.35977520543,8691.25470984798,0.000240050293676767
pw.1052.tgs,pw.1716,472.631142051771,526.354735349635,0.001,5051.69819181759,0.744123601442516,0.104605983237325,0.000514988022764839,13.5091584657872,4.44811457099449,3.03705272204059,460.162978352063,744.498289792373,57,25,12,571,665,369.624804747282,593.240405385101,346.009967436185,760.616848393837,,1494.15818500498,2645.40313041916,8771.25557410855,0.00151346729772126
pw.1052.tgs,pw.3365,478.141177253416,586.634197352205,0.001,3629.6080979966,0.831827928640029,0.420062271947379,0.00866237342696484,14.3791727872815,6.43974116083567,2.23288055034428,460.162978353459,733.637752213165,56,42,13,554,665,373.921750212217,600.178437539335,426.552070239443,782.553489094976,,1244.04333894584,1952.13249553795,6186.29531104862,0.0122064959661651
pw.1052.tgs,pw.195,470.400399906082,512.893286102496,0.001,4782.37037590114,0.906138466291346,0.327280639071817,0.00146741125224325,12.3066789005531,4.14127684206768,2.97171123058958,460.162978352536,723.803655313529,58,23,11,573,665,367.884851802555,590.41861185406,330.767912413305,752.116286400751,,1967.04978984024,2426.4757423247,8496.0710347477,0.00333025764153614
pw.1052.tgs,pw.3059,474.331213161314,539.71488450542,0.001,4133.03487478333,0.900481753258723,0.230523610405449,0.00278933114440378,13.7761558630057,5.27904428685919,2.60959278127252,460.162978351488,710.188543124233,57,32,12,564,665,370.958295724137,595.365801781511,373.606343112225,749.034198091436,,1563.61572142491,2167.86108830831,7156.51709490261,0.00494472339235216
pw.1052.tgs,pw.1551,477.039831170575,487.298888879212,0.001,5356.60471717797,0.736400837170984,0.0653480250912419,4.01801225599874e-06,19.6327056178392,6.27218152416786,3.13012395164119,460.162978352392,708.277466432206,51,35,18,561,665,373.065679715248,598.78647578734,343.1090355463,667.194170288147,,1298.02328379896,3141.77649826678,8635.12475982356,5.31881799197042e-05
pw.11.tgs,pw.2237.tgs,411.275426108361,336.124032788408,1.00283214443302,2109.83099476037,0.991596699529026,0.85532090329611,0.0130091671807774,10.8517461577768,4.3399236360171,2.50044633682446,397.862592293829,387.925521545518,50,59,11,919,1039,316.477709908633,523.357668875102,257.465184928621,429.386164571995,,1480.46714522221,1074.67169109408,3723.40777925885,0.0165893467046426
pw.11.tgs,pw.167,344.841614905272,977.652139618983,3307.17402381208,0.001,0.600028606436907,0.920944618679524,0.00471246584495567,7.97352625903965,2.30223859140701,3.46337963788828,420.818224201046,950.071713533085,32,29,8,596,665,238.721822405968,478.555998084021,695.460256823249,1327.51998082103,1467.68253974549,6480.68100677394,,5380.75044510858,0.0076228553565583
pw.11.tgs,pw.195,405.842229539659,642.277438429558,1019.53371162704,3442.1349551471,0.97733892625487,0.848787779708274,0.0177681094263642,7.14351596291808,2.27962601396483,3.1336350432735,420.81822420121,723.803655310095,33,27,7,598,665,287.052404880199,552.60793822846,431.616144201427,911.030098950763,,3793.86912803967,617.359197126371,8384.88567368765,0.0213765429602531
pw.2237.tgs,pw.2146.tgs,326.764777415482,377.384309255699,2412.52498972924,256.480150924108,0.428346669606939,0.996527002325092,0.000384472484292869,14.3238025611577,4.73797286553649,3.02319218950102,387.925521544032,373.218115520496,56,50,14,919,1039,248.528735392544,419.873620488343,290.481464820232,479.730954290579,1232.54473425865,4187.70440983509,,1684.5001914577,0.00124752515241389
pw.2237.tgs,pw.1438.tgs,324.259218020728,313.863399518595,2175.50711518168,817.550802973922,0.470010545911321,0.923899796060675,2.75410648117297e-06,19.0217748488357,5.65224474016837,3.36534876376727,387.925521549318,329.062811781193,51,57,19,912,1039,244.226934426743,419.724805004319,244.024158965166,395.330364876267,1019.78898099587,3832.15195869876,,2125.15870737241,4.29640611062983e-05
pw.2237.tgs,pw.1750.tgs,317.720311809729,351.764410535831,3034.60141266188,0.001,0.564710110740144,0.973145326645382,0.000103216467037344,14.0051747061525,4.15015349562639,3.37461607646845,387.925521540082,340.542752329361,56,43,14,926,1039,241.584625229304,408.396166421459,268.146776021803,451.196108730583,1663.23636904254,5126.88473256858,,1468.8797967943,0.000530827544763483
pw.2237.tgs,pw.1455.tgs,303.894789662454,259.918190386935,3225.16435991667,188.99294920077,0.218592788262771,0.997716738739577,8.22230180069066e-07,18.893777245281,5.038336421771,3.7500031088912,387.925521545002,257.613926581173,52,50,18,919,1039,228.646178799851,394.057099942158,201.730753322684,328.132899143864,1814.63137128973,5285.81454235272,,1276.40867849995,2.02528275932802e-05
pw.2237.tgs,pw.1320,322.23970693759,1061.17382393507,2987.69185733421,0.001,0.217298862636007,0.779779204586948,0.00261046872551149,9.97657596214874,3.05729947977831,3.26319878969533,392.975103267277,1025.11435265999,36,32,9,588,665,228.083192825896,439.335203273858,768.529546901035,1420.14797152199,1392.81077534221,5669.85865722013,,4021.92565231114,0.00480468559656533
pw.2237.tgs,pw.167,312.405688626138,980.812177966952,3595.51361195868,0.001,0.50855342007585,0.952038305074066,0.000413698245321554,9.99244273354,2.62970145092051,3.79983922891407,392.975103266609,950.071713546014,35,27,10,593,665,219.98274272149,427.703784596945,697.707421170444,1331.82452320971,1732.70635831713,6733.00872249231,,5439.42213934852,0.00129940120007038
pw.2237.tgs,pw.3070,321.685237628473,909.604831300202,3116.8735337941,0.001,0.506450903892419,0.962360389522821,0.00256468191421711,9.44278410205655,2.82502124854126,3.34255330183179,392.975103267649,878.780039464383,36,27,9,593,665,227.67323193334,438.541186930157,643.753175602647,1239.96125035853,1440.76133696829,6002.24481948587,,4692.88307307812,0.00478195671654824
pw.2237.tgs,pw.1121,321.25848079957,897.492829908356,3288.77902986072,0.001,0.25968236577541,0.892004794797376,0.00152732678250932,9.47176629946523,2.69113383240753,3.51961919745613,392.975103265911,866.505129189501,36,27,9,593,665,227.391899169912,437.99273335881,635.259337272618,1223.59230587126,1527.7439457708,6281.82977190302,,4240.02721023273,0.00340818815771161
pw.2237.tgs,pw.1563,316.85252534751,868.923996899342,2300.93798192797,0.001,0.36785622952126,0.847575676201946,0.00871147361687852,10.2265441448168,3.87322928209894,2.64031468317181,392.975103266631,838.722259318094,35,41,10,579,665,223.104435472371,433.80483466644,651.628761469941,1129.94437554619,1123.48420447279,4210.26215428084,,2940.95290465075,0.0122064959661651
